,location,total_sqft,bath,price,bhk
1446,HSR Layout,1009.0,2.0,56.0,2
1447,HSR Layout,1145.0,2.0,46.0,2
1448,HSR Layout,1100.0,2.0,44.0,2
1449,HSR Layout,1203.0,2.0,60.0,2
1450,HSR Layout,1140.0,2.0,46.0,2
1451,HSR Layout,1844.0,3.0,89.0,3
1452,HSR Layout,1203.0,2.0,60.0,2
1453,HSR Layout,1140.0,2.0,46.0,2
1454,Haralur Road,1240.0,2.0,70.0,2
1457,Haralur Road,1056.0,2.0,61.0,2
1459,Haralur Road,1810.0,3.0,100.0,3
1460,Haralur Road,1194.0,2.0,46.0,2
1462,Haralur Road,1225.0,2.0,67.38,2
1463,Haralur Road,1920.0,3.0,115.0,3
1464,Haralur Road,1875.0,3.0,110.0,3
1465,Haralur Road,1140.0,2.0,43.0,2
1466,Haralur Road,2017.0,3.0,125.0,3
1467,Haralur Road,1140.0,2.0,43.0,2
1468,Haralur Road,1875.0,3.0,110.0,3
1469,Haralur Road,1300.0,2.0,73.0,2
1470,Haralur Road,1225.0,2.0,67.38,2
1471,Haralur Road,3400.0,5.0,240.0,4
1472,Haralur Road,1464.0,2.0,56.0,2
1473,Haralur Road,1230.0,2.0,78.0,2
1474,Haralur Road,1300.0,2.0,79.0,2
1475,Haralur Road,1444.0,2.0,80.0,3
1477,Haralur Road,1225.0,2.0,70.0,2
1479,Haralur Road,1830.0,3.0,101.0,3
1480,Haralur Road,1810.0,3.0,126.0,3
1481,Haralur Road,1464.0,2.0,56.0,2
1482,Haralur Road,1520.0,2.0,96.0,3
1483,Haralur Road,1300.0,2.0,75.0,2
1484,Haralur Road,2017.0,2.0,125.0,3
1485,Haralur Road,2805.0,5.0,160.0,4
1487,Haralur Road,1520.0,2.0,90.0,3
1488,Haralur Road,1985.0,3.0,130.0,3
1489,Haralur Road,1255.0,2.0,90.0,3
1490,Haralur Road,1056.0,2.0,60.0,2
1491,Haralur Road,1140.0,2.0,58.0,2
1492,Haralur Road,1560.0,3.0,90.0,3
1493,Haralur Road,1520.0,2.0,85.0,3
1495,Haralur Road,1520.0,2.0,96.0,3
1496,Haralur Road,1510.0,3.0,83.05,3
1497,Haralur Road,1056.0,2.0,65.0,2
1498,Haralur Road,1810.0,3.0,100.0,3
1499,Haralur Road,575.0,1.0,38.0,1
1500,Haralur Road,1140.0,2.0,43.0,2
1501,Haralur Road,1850.0,3.0,120.0,3
1503,Haralur Road,1730.0,3.0,95.0,3
1504,Haralur Road,1225.0,2.0,77.0,2
1505,Haralur Road,1285.0,2.0,78.0,2
1506,Haralur Road,1225.0,2.0,67.48,2
1507,Haralur Road,1225.0,2.0,69.84,2
1508,Haralur Road,1315.0,2.0,85.0,2
1509,Haralur Road,1300.0,2.0,75.0,2
1510,Haralur Road,1140.0,2.0,43.0,2
1511,Haralur Road,1300.0,2.0,75.0,2
1512,Haralur Road,1230.0,2.0,67.65,2
1514,Haralur Road,1255.0,3.0,90.0,3
1515,Haralur Road,1735.0,3.0,97.0,3
1516,Haralur Road,1810.0,3.0,97.83,3
1517,Haralur Road,1200.0,2.0,46.0,2
1518,Haralur Road,1810.0,3.0,112.0,3
1519,Harlur,1174.0,2.0,69.0,2
1520,Harlur,1197.0,2.0,84.0,2
1521,Harlur,1757.0,3.0,132.0,3
1522,Harlur,1174.0,2.0,76.0,2
1523,Harlur,1754.0,3.0,125.0,3
1524,Harlur,1290.0,2.0,85.0,2
1525,Harlur,1752.12,3.0,116.0,3
1526,Harlur,1754.0,3.0,124.0,3
1527,Harlur,1290.0,2.0,87.0,2
1528,Harlur,1749.0,3.0,115.0,3
1529,Harlur,2240.0,5.0,155.0,3
1531,Harlur,1197.0,2.0,79.0,2
1532,Harlur,1174.0,2.0,78.0,2
1533,Harlur,1197.0,2.0,79.0,2
1534,Harlur,1174.0,2.0,75.0,2
1535,Harlur,1620.0,3.0,110.0,3
1538,Harlur,1755.0,3.0,130.0,3
1539,Harlur,1331.0,2.0,88.0,2
1540,Harlur,1756.0,3.0,128.0,3
1541,Harlur,1303.0,2.0,90.0,2
1542,Harlur,1174.0,2.0,75.0,2
1543,Harlur,1197.0,2.0,78.0,2
1544,Harlur,1290.0,2.0,89.9,2
1545,Harlur,1386.0,2.0,85.0,2
1546,Harlur,1174.0,2.0,74.0,2
1547,Harlur,1174.0,2.0,78.0,2
1548,Harlur,1755.0,3.0,115.0,3
1550,Harlur,2569.0,4.0,175.0,4
1551,Harlur,1197.0,2.0,77.0,2
1552,Harlur,1752.12,3.0,125.0,3
1553,Harlur,2569.0,5.0,180.0,4
1554,Harlur,1197.0,2.0,76.0,2
1555,Harlur,1197.0,2.0,75.0,2
1556,Harlur,1755.0,3.0,117.0,3
1557,Harlur,1197.0,2.0,79.9,2
1558,Harlur,2990.0,4.0,225.0,4
1559,Harlur,1335.0,2.0,72.76,2
1561,Hebbal,5611.5,4.0,477.0,4
1562,Hebbal,1349.0,2.0,98.2,2
1563,Hebbal,2483.0,5.0,212.0,4
1564,Hebbal,1760.0,2.0,130.0,3
1565,Hebbal,3450.0,5.0,260.0,3
1567,Hebbal,1337.0,2.0,82.0,2
1568,Hebbal,1349.0,2.0,98.0,2
1571,Hebbal,1790.0,3.0,127.0,3
1572,Hebbal,687.325,2.0,42.72,2
1573,Hebbal,2790.0,5.0,198.0,4
1574,Hebbal,2483.0,5.0,215.0,4
1575,Hebbal,812.0,2.0,55.0,2
1576,Hebbal,2790.0,4.0,198.0,4
1577,Hebbal,3067.0,4.0,230.0,4
1578,Hebbal,3067.0,4.0,230.0,4
1580,Hebbal,823.0,2.0,50.63,2
1581,Hebbal,1420.0,2.0,123.0,2
1583,Hebbal,1420.0,2.0,99.39,2
1584,Hebbal,4235.0,4.0,365.0,4
1585,Hebbal,1700.0,3.0,124.0,3
1586,Hebbal,1420.0,2.0,99.39,2
1588,Hebbal,1440.0,2.0,115.0,2
1590,Hebbal,2400.0,4.0,180.0,3
1592,Hebbal,1420.0,2.0,107.0,2
1593,Hebbal,1320.0,2.0,92.0,2
1594,Hebbal,1645.0,3.0,135.0,3
1596,Hebbal,2483.0,5.0,230.0,4
1597,Hebbal,2600.0,3.0,195.0,3
1598,Hebbal,1645.0,3.0,117.0,3
1599,Hebbal,1251.0,2.0,88.73,2
1600,Hebbal,1645.0,3.0,121.0,3
1602,Hebbal,2790.0,4.0,198.0,4
1603,Hebbal,1645.0,3.0,120.0,3
1604,Hebbal,1255.0,2.0,90.0,3
1605,Hebbal,1645.0,3.0,117.0,3
1608,Hebbal,1636.0,3.0,119.0,3
1609,Hebbal,1255.0,2.0,95.0,3
1610,Hebbal,2790.0,4.0,198.0,4
1612,Hebbal,1255.0,2.0,95.0,3
1613,Hebbal,1088.0,2.0,61.45,2
1614,Hebbal,1349.0,2.0,97.8,2
1616,Hebbal,1344.0,2.0,108.0,2
1617,Hebbal,1255.0,2.0,90.0,3
1619,Hebbal,2790.0,5.0,204.0,4
1620,Hebbal,1088.0,2.0,62.0,2
1621,Hebbal,1987.0,4.0,165.0,3
1622,Hebbal,2790.0,5.0,198.0,4
1623,Hebbal,1299.0,2.0,100.0,2
1624,Hebbal,1645.0,3.0,117.0,3
1625,Hebbal,1390.0,2.0,95.0,2
1626,Hebbal,1333.0,2.0,100.0,2
1628,Hebbal,2650.0,4.0,199.0,3
1629,Hebbal,1800.0,3.0,140.0,3
1630,Hebbal,2470.0,4.0,203.0,4
1631,Hebbal,1255.0,2.0,95.0,3
1632,Hebbal,1333.0,2.0,104.0,2
1633,Hebbal,1645.0,3.0,117.0,3
1634,Hebbal,2600.0,3.0,199.0,3
1635,Hebbal,1345.0,2.0,97.0,2
1636,Hebbal,985.0,2.0,62.0,2
1637,Hebbal,1320.0,2.0,91.0,2
1638,Hebbal,2388.0,3.0,195.0,3
1639,Hebbal,2600.0,3.0,195.0,3
1640,Hebbal,2630.0,5.0,188.0,4
1641,Hebbal,2790.0,5.0,198.0,4
1644,Hebbal,1420.0,2.0,99.39,2
1646,Hebbal,3520.0,5.0,320.0,3
1647,Hebbal,1162.0,2.0,69.0,2
1648,Hebbal,4235.0,5.0,364.0,4
1649,Hebbal,1299.0,2.0,97.0,2
1651,Hebbal,2470.0,5.0,192.0,4
1652,Hebbal,1645.0,3.0,117.0,3
1655,Hebbal,1920.0,3.0,150.0,3
1656,Hebbal,2375.0,4.0,189.0,4
1657,Hebbal,1420.0,2.0,99.26,2
1658,Hebbal,1252.0,2.0,92.0,2
1659,Hebbal,2790.0,4.0,198.0,4
1660,Hebbal,1294.0,2.0,115.0,2
1661,Hebbal,4225.0,6.0,359.0,4
1662,Hebbal,1740.0,2.0,137.0,3
1664,Hebbal,1662.0,3.0,155.0,3
1665,Hebbal,1349.0,2.0,98.0,2
1666,Hebbal,4000.0,6.0,370.0,4
1667,Hebbal,1349.0,2.0,96.8,2
1668,Hebbal Kempapura,1700.0,3.0,155.0,3
1669,Hebbal Kempapura,1800.0,3.0,175.0,3
1670,Hebbal Kempapura,3522.0,3.0,380.0,3
1671,Hebbal Kempapura,1300.0,2.0,102.0,2
1672,Hebbal Kempapura,1466.0,2.0,140.0,3
1673,Hebbal Kempapura,1725.0,2.0,165.0,3
1674,Hebbal Kempapura,3408.0,3.0,260.0,3
1675,Hebbal Kempapura,1485.0,3.0,132.0,2
1676,Hebbal Kempapura,1400.0,2.0,108.0,2
1677,Hebbal Kempapura,1800.0,3.0,150.0,3
1678,Hebbal Kempapura,1785.0,3.0,165.0,3
1679,Hebbal Kempapura,3729.0,4.0,384.0,4
1680,Hebbal Kempapura,1600.0,3.0,170.0,3
1681,Hebbal Kempapura,1730.0,3.0,175.0,3
1682,Hegde Nagar,1569.0,3.0,101.0,3
1683,Hegde Nagar,2026.0,3.0,132.0,3
1684,Hegde Nagar,1801.0,3.0,115.0,3
1685,Hegde Nagar,1341.0,2.0,97.0,2
1686,Hegde Nagar,2112.95,4.0,145.0,3
1687,Hegde Nagar,1703.0,3.0,113.0,3
1688,Hegde Nagar,1570.0,3.0,105.0,3
1689,Hegde Nagar,1801.0,3.0,140.0,3
1690,Hegde Nagar,1584.01,3.0,103.0,3
1691,Hegde Nagar,1965.0,4.0,125.0,3
1692,Hegde Nagar,1847.0,3.0,135.0,3
1693,Hegde Nagar,1965.0,4.0,132.0,3
1694,Hegde Nagar,1703.0,3.0,125.0,3
1695,Hegde Nagar,1847.0,3.0,125.0,3
1696,Hegde Nagar,2144.6,4.0,145.0,3
1697,Hegde Nagar,1718.0,3.0,119.0,3
1698,Hegde Nagar,1847.0,3.0,123.0,3
1699,Hegde Nagar,2087.01,3.0,115.0,3
1700,Hegde Nagar,1703.0,3.0,130.0,3
1701,Hegde Nagar,2087.01,4.0,135.0,3
1702,Hegde Nagar,1718.0,3.0,130.0,3
1703,Hegde Nagar,1884.0,4.0,118.0,3
1704,Hegde Nagar,1930.0,4.0,122.0,3
1705,Hegde Nagar,1584.01,3.0,104.0,3
1706,Hegde Nagar,1168.0,2.0,68.0,3
1707,Hegde Nagar,2162.03,4.0,129.0,3
1708,Hegde Nagar,2087.01,4.0,160.0,3
1709,Hegde Nagar,1348.0,2.0,80.5,3
1710,Hennur,1075.0,2.0,52.0,2
1711,Hennur,1255.0,2.0,52.32,2
1712,Hennur,1225.0,2.0,57.0,2
1713,Hennur,1255.0,2.0,57.5,2
1714,Hennur,1259.0,2.0,57.0,2
1715,Hennur,1255.0,2.0,53.5,2
1716,Hennur,1231.0,2.0,48.0,2
1717,Hennur,1040.0,2.0,42.12,2
1718,Hennur,1041.0,2.0,40.6,2
1719,Hennur,1231.0,2.0,50.0,2
1720,Hennur,1255.0,2.0,53.5,2
1721,Hennur,1255.0,2.0,57.5,2
1722,Hennur,1020.0,2.0,48.0,2
1723,Hennur,1255.0,2.0,52.32,2
1724,Hennur,1295.0,2.0,64.0,2
1725,Hennur,1345.0,2.0,69.0,3
1726,Hennur,1255.0,2.0,58.0,2
1727,Hennur,1255.0,2.0,52.32,2
1728,Hennur,1255.0,2.0,52.35,2
1730,Hennur,1830.5,3.0,84.205,3
1731,Hennur,1255.0,2.0,53.57,2
1732,Hennur,1255.0,2.0,56.5,2
1733,Hennur,1295.0,2.0,62.0,2
1734,Hennur Road,2089.0,3.0,140.0,3
1735,Hennur Road,1385.0,2.0,83.09,2
1736,Hennur Road,1317.5,2.0,63.77,2
1737,Hennur Road,1904.0,3.0,120.0,3
1739,Hennur Road,1561.0,3.0,95.0,3
1741,Hennur Road,2060.0,3.0,149.0,3
1742,Hennur Road,1482.0,2.0,92.0,3
1743,Hennur Road,1232.0,2.0,89.0,2
1745,Hennur Road,1482.0,2.0,87.0,3
1746,Hennur Road,1891.0,3.0,139.0,3
1747,Hennur Road,1232.0,2.0,69.61,2
1748,Hennur Road,987.0,2.0,49.0,2
1750,Hennur Road,2160.0,3.0,160.0,3
1752,Hennur Road,1385.0,2.0,83.09,2
1754,Hennur Road,2350.0,3.0,174.0,3
1755,Hennur Road,1586.0,3.0,93.94,3
1756,Hennur Road,1290.0,2.0,94.5,3
1757,Hennur Road,1445.0,3.0,86.56,3
1758,Hennur Road,1482.0,2.0,97.0,3
1759,Hennur Road,1182.0,2.0,82.5,2
1761,Hennur Road,1036.0,2.0,59.46,2
1763,Hennur Road,1232.0,2.0,69.61,2
1765,Hennur Road,2320.0,3.0,170.0,3
1766,Hennur Road,1936.0,3.0,118.0,3
1767,Hennur Road,1480.0,2.0,65.0,2
1768,Hennur Road,1590.0,3.0,96.5,3
1769,Hennur Road,1445.0,2.0,105.0,3
1770,Hennur Road,1036.0,2.0,59.45,2
1771,Hennur Road,1832.0,3.0,125.0,3
1772,Hennur Road,1341.0,2.0,75.76,2
1773,Hennur Road,1040.0,2.0,50.0,2
1775,Hennur Road,1949.0,3.0,133.0,3
1776,Hennur Road,1232.0,2.0,89.0,2
1777,Hennur Road,1250.0,2.0,77.88,3
1778,Hennur Road,2502.0,4.0,180.0,4
1779,Hennur Road,1831.0,3.0,110.0,3
1780,Hennur Road,1232.0,2.0,87.0,2
1781,Hennur Road,1232.0,2.0,74.0,2
1782,Hennur Road,1232.0,2.0,66.0,2
1783,Hennur Road,1341.0,2.0,95.0,2
1784,Hennur Road,1232.0,2.0,88.0,2
1785,Hennur Road,2365.0,4.0,175.0,3
1786,Hennur Road,1310.0,2.0,66.0,2
1787,Hennur Road,1015.0,2.0,50.0,2
1789,Hennur Road,2264.0,3.0,168.0,3
1790,Hennur Road,2002.0,3.0,120.0,3
1791,Hennur Road,1232.0,2.0,69.6,2
1792,Hennur Road,1195.0,2.0,73.0,2
1793,Hennur Road,1061.0,2.0,54.92,2
1795,Hennur Road,2041.0,3.0,128.0,3
1796,Hennur Road,1232.0,2.0,87.0,2
1797,Hennur Road,1066.0,2.0,52.23,2
1798,Hennur Road,973.0,2.0,56.0,2
1799,Hennur Road,1255.0,2.0,84.0,2
1800,Hennur Road,1232.0,2.0,83.0,2
1801,Hennur Road,1832.0,3.0,116.0,3
1802,Hennur Road,1445.0,2.0,86.69,3
1806,Hennur Road,1450.0,3.0,88.6,3
1807,Hennur Road,1155.0,2.0,69.18,2
1808,Hennur Road,1053.0,2.0,53.0,2
1809,Hennur Road,1904.0,3.0,129.0,3
1810,Hennur Road,1981.0,3.0,134.0,3
1811,Hennur Road,1155.0,2.0,69.18,2
1812,Hennur Road,1590.0,3.0,105.0,3
1813,Hennur Road,2041.0,3.0,138.0,3
1814,Hennur Road,1100.0,2.0,78.0,3
1815,Hennur Road,1232.0,2.0,69.61,2
1816,Hennur Road,1460.0,2.0,80.3,2
1818,Hennur Road,1933.0,3.0,140.0,3
1819,Hennur Road,1030.0,2.0,46.5,2
1820,Hennur Road,1232.0,2.0,69.61,2
1822,Hennur Road,1445.0,2.0,89.56,3
1823,Hennur Road,973.0,2.0,50.74,2
1825,Hennur Road,1305.0,2.0,77.0,3
1827,Hennur Road,1165.0,2.0,67.0,2
1828,Hennur Road,980.0,2.0,51.0,2
1829,Hennur Road,1232.0,2.0,80.0,2
1830,Hennur Road,950.0,2.0,55.0,2
1831,Hennur Road,1891.0,3.0,110.0,3
1834,Hennur Road,1165.0,2.0,52.0,2
1835,Hennur Road,1450.0,2.0,80.0,2
1836,Hennur Road,1155.0,2.0,69.18,2
1837,Hennur Road,1936.0,3.0,131.0,3
1838,Hoodi,985.0,2.0,67.0,2
1841,Hoodi,1425.0,2.0,80.0,2
1842,Hoodi,1420.0,2.0,75.0,2
1843,Hoodi,1639.0,3.0,110.0,3
1845,Hoodi,1639.0,3.0,98.32,3
1847,Hoodi,1026.0,2.0,60.87,2
1848,Hoodi,1050.0,2.0,50.0,2
1849,Hoodi,1400.0,2.0,78.0,2
1850,Hoodi,1196.0,2.0,71.74,2
1852,Hoodi,1500.0,2.0,84.0,2
1853,Hoodi,1055.0,2.0,57.63,2
1854,Hoodi,1925.0,2.0,114.0,3
1855,Hoodi,1400.0,2.0,82.0,2
1857,Hoodi,706.0,1.0,48.24,1
1858,Hoodi,1257.0,2.0,69.0,2
1859,Hoodi,1132.0,2.0,67.9,2
1860,Hoodi,1925.0,3.0,110.0,3
1862,Hoodi,1257.0,2.0,71.03,2
1863,Hoodi,1305.0,2.0,75.0,2
1865,Hoodi,1108.0,2.0,74.23,2
1866,Hoodi,1257.0,2.0,68.5,2
1867,Hoodi,1000.0,2.0,48.0,2
1868,Hoodi,1063.0,2.0,61.17,2
1869,Hoodi,1259.0,2.0,69.45,2
1870,Hoodi,711.0,1.0,42.65,1
1872,Hoodi,1715.0,2.0,100.0,3
1873,Hoodi,1447.0,3.0,76.0,2
1874,Hoodi,2144.0,3.0,140.0,3
1875,Hoodi,1108.0,2.0,66.46,2
1877,Hoodi,1837.0,3.0,110.0,3
1879,Horamavu Agara,1106.0,2.0,43.09,2
1880,Horamavu Agara,1107.83,2.0,41.51,2
1881,Horamavu Agara,1145.0,2.0,41.21,2
1882,Horamavu Agara,1000.0,2.0,46.0,2
1883,Horamavu Agara,1150.0,2.0,42.0,2
1885,Horamavu Agara,1080.0,2.0,38.0,2
1886,Horamavu Agara,994.0,2.0,42.28,2
1887,Horamavu Agara,1107.83,2.0,41.51,2
1888,Horamavu Agara,1090.0,2.0,46.0,2
1889,Horamavu Agara,1557.0,3.0,70.0,3
1890,Hormavu,1500.0,2.0,78.0,2
1891,Hormavu,1150.0,2.0,55.0,2
1892,Hormavu,715.0,1.0,46.0,1
1893,Hormavu,1180.0,2.0,50.0,2
1894,Hormavu,1175.0,2.0,52.0,2
1897,Hormavu,1153.0,2.0,65.0,2
1898,Hormavu,1150.0,2.0,53.11,2
1899,Hormavu,1123.0,2.0,56.0,2
1902,Hormavu,1018.0,2.0,50.8,2
1904,Hormavu,1143.0,2.0,53.0,2
1905,Hormavu,1000.0,2.0,50.0,2
1906,Hormavu,1200.0,2.0,68.0,2
1907,Hormavu,1200.0,2.0,68.0,2
1909,Hormavu,1250.0,2.0,60.0,2
1910,Hormavu,583.0,1.0,28.275,1
1912,Hormavu,1400.0,2.0,75.0,2
1914,Hormavu,1200.0,2.0,73.0,2
1915,Hormavu,1250.0,2.0,65.0,2
1917,Hormavu,1075.0,2.0,53.7,2
1918,Hormavu,1075.0,2.0,53.7,2
1919,Hormavu,2282.0,4.0,115.0,4
1920,Hormavu,1206.0,2.0,55.0,2
1921,Hormavu,1310.0,2.0,67.0,2
1922,Hormavu,1310.0,2.0,60.0,2
1923,Hormavu,1210.0,2.0,69.0,2
1925,Hosa Road,1161.0,2.0,55.15,2
1927,Hosa Road,1161.0,2.0,55.15,2
1928,Hosa Road,1430.0,2.0,97.52,2
1929,Hosa Road,1365.0,2.0,92.0,2
1931,Hosa Road,1332.0,2.0,86.12,3
1932,Hosa Road,615.0,1.0,28.29,1
1933,Hosa Road,1318.0,2.0,85.28,3
1934,Hosa Road,1513.0,3.0,103.0,3
1935,Hosa Road,1133.0,2.0,52.0,2
1936,Hosa Road,1161.0,2.0,55.15,2
1937,Hosa Road,1532.0,3.0,98.13,3
1938,Hosa Road,1680.0,3.0,101.0,3
1939,Hosa Road,1533.0,3.0,98.18,3
1940,Hosa Road,1040.0,2.0,68.59,2
1941,Hosa Road,1040.0,2.0,61.0,2
1943,Hosa Road,1311.0,2.0,84.86,3
1944,Hosa Road,1512.0,3.0,103.0,3
1945,Hosa Road,800.0,1.0,39.99,1
1947,Hosa Road,1364.0,2.0,64.79,2
1948,Hosa Road,1016.0,2.0,45.0,2
1950,Hosa Road,1360.0,2.0,77.61,2
1951,Hosa Road,1170.0,2.0,65.0,2
1952,Hosa Road,1161.0,2.0,55.15,2
1953,Hosa Road,1538.0,3.0,107.0,3
1954,Hosa Road,1470.0,2.0,84.22,3
1955,Hosa Road,1513.0,3.0,103.0,3
1957,Hosa Road,1161.0,2.0,48.75,2
1958,Hosa Road,1893.0,3.0,130.0,3
1960,Hosa Road,1016.0,2.0,39.95,2
1961,Hosakerehalli,2378.0,3.0,262.0,3
1962,Hosakerehalli,2376.0,3.0,203.0,3
1963,Hosakerehalli,3205.0,5.0,380.0,4
1965,Hosakerehalli,3024.0,5.0,350.0,4
1966,Hosakerehalli,1304.0,2.0,100.0,2
1967,Hosakerehalli,2480.0,3.0,245.0,3
1968,Hosakerehalli,2480.0,4.0,260.0,3
1970,Hosakerehalli,3033.0,4.0,326.0,4
1971,Hosakerehalli,2480.0,4.0,265.0,3
1972,Hosakerehalli,2376.0,3.0,240.0,3
1973,Hoskote,1250.0,3.0,50.0,3
1974,Hoskote,1225.0,3.0,40.0,3
1975,Hoskote,1740.0,3.0,60.0,3
1976,Hoskote,1170.0,2.0,45.0,2
1978,Hoskote,1095.0,2.0,33.6,2
1980,Hoskote,1065.0,2.0,31.5,2
1981,Hoskote,1395.0,2.0,63.0,3
1982,Hoskote,1065.0,2.0,28.5,2
1983,Hoskote,945.0,2.0,35.0,2
1984,Hoskote,1003.5,2.0,28.095,2
1985,Hoskote,1065.0,2.0,33.75,2
1986,Hoskote,509.0,1.0,23.0,1
1987,Hosur Road,1656.0,2.0,120.0,2
1988,Hosur Road,1194.0,2.0,69.0,2
1990,Hosur Road,1510.0,2.0,105.0,3
1992,Hosur Road,1508.0,2.0,110.0,3
1993,Hosur Road,1345.0,2.0,106.0,2
1994,Hosur Road,1590.0,2.0,125.0,3
1995,Hosur Road,460.0,1.0,21.0,1
1997,Hosur Road,950.0,2.0,60.0,2
1998,Hosur Road,1194.0,2.0,71.64,2
1999,Hosur Road,1766.0,3.0,130.0,3
2001,Hosur Road,1345.0,2.0,106.0,2
2002,Hosur Road,1250.0,2.0,55.0,2
2005,Hosur Road,2000.0,4.0,130.0,4
2006,Hosur Road,1250.0,2.0,65.0,2
2008,Hosur Road,2289.0,3.0,180.0,3
2009,Hosur Road,1345.0,2.0,106.0,2
2011,Hosur Road,1223.0,2.0,93.0,2
2013,Hulimavu,1125.0,2.0,50.0,2
2014,Hulimavu,1242.0,2.0,51.0,2
2015,Hulimavu,1100.0,2.0,71.5,2
2016,Hulimavu,688.0,1.0,50.0,1
2017,Hulimavu,1255.0,2.0,73.0,2
2018,Hulimavu,1058.0,2.0,48.0,2
2019,Hulimavu,1375.0,2.0,80.0,2
2020,Hulimavu,1248.0,2.0,69.0,2
2021,Hulimavu,1818.0,3.0,135.0,3
2022,Hulimavu,1225.0,2.0,55.0,2
2023,Hulimavu,1255.0,2.0,74.0,2
2024,Hulimavu,1255.0,2.0,69.0,2
2025,Hulimavu,1255.0,2.0,66.0,2
2026,Hulimavu,3035.0,5.0,220.0,3
2027,Hulimavu,1127.0,2.0,65.0,2
2028,Hulimavu,1200.0,2.0,50.0,2
2030,Hulimavu,1430.0,2.0,90.0,3
2031,Hulimavu,1000.0,2.0,45.0,2
2034,Hulimavu,1276.0,2.0,76.0,2
2035,Hulimavu,1315.0,2.0,60.48,2
2036,Hulimavu,1021.0,2.0,76.0,2
2038,Hulimavu,1231.0,2.0,84.5,2
2039,Iblur Village,3235.0,3.0,235.0,3
2040,Iblur Village,3596.0,5.0,290.0,4
2041,Iblur Village,1920.0,3.0,130.0,3
2042,Iblur Village,1995.0,3.0,135.0,3
2043,Iblur Village,3596.0,5.0,282.0,4
2044,Iblur Village,1918.0,3.0,129.0,3
2046,Iblur Village,2100.0,4.0,145.0,3
2047,Iblur Village,1920.0,3.0,150.0,3
2048,Iblur Village,1920.0,3.0,130.0,3
2049,Iblur Village,1920.0,3.0,150.0,3
2050,Iblur Village,2000.0,4.0,138.0,3
2051,Iblur Village,3596.0,5.0,260.0,4
2052,Iblur Village,3596.0,5.0,279.0,4
2053,Iblur Village,2666.0,4.0,200.0,3
2054,Iblur Village,5384.0,5.0,420.0,5
2055,Iblur Village,5515.0,6.0,425.0,5
2056,Iblur Village,1920.0,3.0,130.0,3
2057,Iblur Village,3596.0,4.0,268.0,4
2059,Indira Nagar,1128.0,2.0,105.0,2
2060,Indira Nagar,2800.0,3.0,330.0,3
2062,Indira Nagar,1210.0,2.0,102.0,2
2063,Indira Nagar,1224.0,2.0,105.0,2
2064,Indira Nagar,1145.0,2.0,100.0,2
2065,Indira Nagar,1470.0,2.0,170.0,2
2066,Indira Nagar,1475.0,2.0,171.0,2
2068,Indira Nagar,1149.0,2.0,130.0,2
2070,JP Nagar,1850.0,3.0,150.0,3
2071,JP Nagar,1100.0,2.0,70.0,2
2072,JP Nagar,940.0,2.0,49.0,2
2074,JP Nagar,4624.5,4.0,314.5,4
2075,JP Nagar,1078.0,2.0,45.0,2
2076,JP Nagar,1050.0,1.0,44.0,1
2077,JP Nagar,1352.5,2.0,93.865,2
2078,JP Nagar,1200.0,2.0,62.0,2
2079,JP Nagar,1300.0,2.0,90.87,2
2080,JP Nagar,1300.0,2.0,109.0,2
2081,JP Nagar,750.0,1.0,52.5,1
2082,JP Nagar,1200.0,2.0,78.0,2
2084,JP Nagar,820.0,2.0,45.0,2
2085,JP Nagar,1750.0,3.0,123.0,3
2088,JP Nagar,745.0,1.0,34.27,1
2089,JP Nagar,1150.0,2.0,90.0,2
2090,JP Nagar,1960.0,3.0,138.0,3
2092,JP Nagar,1250.0,2.0,60.0,2
2093,JP Nagar,2400.0,3.0,196.0,3
2094,JP Nagar,1300.0,2.0,91.65,2
2095,JP Nagar,1250.0,2.0,93.0,2
2096,JP Nagar,1500.0,2.0,108.0,3
2097,JP Nagar,1520.0,3.0,125.0,3
2098,JP Nagar,1405.0,2.0,99.0,2
2099,JP Nagar,1157.0,2.0,73.0,2
2101,Jakkur,1417.0,2.0,75.0,2
2102,Jakkur,1590.0,2.0,125.0,3
2103,Jakkur,1710.0,3.0,107.0,3
2104,Jakkur,3467.86,6.0,249.0,4
2105,Jakkur,1865.0,3.0,124.0,3
2106,Jakkur,1760.0,3.0,139.0,3
2107,Jakkur,1290.0,2.0,100.0,2
2108,Jakkur,1452.19,2.0,100.0,2
2109,Jakkur,1798.0,3.0,120.0,3
2110,Jakkur,1300.0,2.0,85.0,2
2111,Jakkur,1950.0,3.0,131.0,3
2113,Jakkur,1230.0,2.0,76.0,2
2114,Jakkur,1290.0,2.0,80.0,2
2115,Jakkur,1760.0,3.0,110.0,3
2117,Jakkur,1483.0,2.0,98.0,2
2120,Jakkur,1650.0,3.0,111.0,3
2121,Jakkur,2423.0,4.0,160.0,3
2122,Jakkur,1125.0,2.0,65.0,2
2123,Jakkur,1230.0,2.0,79.0,2
2124,Jakkur,1202.0,2.0,79.0,2
2125,Jakkur,1858.0,3.0,123.0,3
2127,Jakkur,1785.0,3.0,130.0,3
2128,Jakkur,1080.0,2.0,60.0,2
2129,Jakkur,1260.0,2.0,71.195,2
2130,Jakkur,1816.0,3.0,119.0,3
2131,Jakkur,1424.0,2.0,80.0,2
2132,Jakkur,1290.0,2.0,85.0,2
